date,jackpot_winner,second winner,,,,,,,,jackpot_winner,jnum_1,jwinner_1,jnum_2,jwinner_2,jnum_3,jwinner_3,jnum_4,jwinner_4,j_amt_col,j_num_col
4/17/09,[' '],"[' 1  Georgia', ' 1  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 1  New York', ' 2  Ohio', ' 2  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/21/09,[' '],"[' 2  California', ' 4  Illinois', ' 1  New Jersey', ' 1  Ohio', ' 1  Texas', ' 4  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
4/24/09,[' '],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 2  Michigan', ' 2  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
4/28/09,[' '],"[' 3  California', ' 1  Massachusetts', ' 3  New Jersey', ' 2  New York', ' 1  Ohio', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/1/09,"[' 1  California', ' 1  Ohio', ' 1  Virginia']","[' 2  California', ' 4  Illinois', ' 1  Maryland', ' 3  New Jersey', ' 9  New York', ' 2  Texas']",,,,,,,,"[' 1  California', ' 1  Ohio', ' 1  Virginia']",1,CA,1,OH,1,VA,,,225000000,3
5/5/09,[' '],"[' 1  Georgia', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
5/8/09,[' '],"[' 1  California', ' 1  Massachusetts', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/12/09,[' '],"[' 1  Georgia', ' 1  Massachusetts', ' 1  New Jersey', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/15/09,"[' 1  California', ' 1  Virginia']","[' 3  California', ' 3  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 3  New Jersey', ' 7  New York', ' 4  Ohio', ' 7  Texas', ' 2  Virginia', ' 1  Washington']",,,,,,,,"[' 1  California', ' 1  Virginia']",1,CA,1,VA,,,,,38000000,2
5/19/09,[' '],"[' 1  Illinois', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/22/09,[' '],"[' 1  California', ' 1  New York', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
5/26/09,[' '],[' 2  Ohio'],,,,,,,,[' '],,,,,,,,,0,0
5/29/09,[' 1  New York'],"[' 1  Massachusetts', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' 1  New York'],1,NY,,,,,,,35000000,1
6/2/09,[' '],"[' 1  Illinois', ' 1  New Jersey', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/5/09,[' '],"[' 1  California', ' 1  Maryland', ' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
6/9/09,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
6/12/09,[' '],"[' 1  New Jersey', ' 2  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
6/16/09,[' '],"[' 1  Illinois', ' 1  Michigan', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/19/09,[' '],"[' 1  Massachusetts', ' 1  New Jersey', ' 1  New York', ' 3  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/23/09,[' '],"[' 2  California', ' 1  Georgia', ' 1  Maryland', ' 1  New Jersey', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/26/09,[' '],"[' 2  California', ' 2  Illinois', ' 3  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
6/30/09,[' '],"[' 2  California', ' 1  Michigan', ' 1  New Jersey', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
7/3/09,[' '],"[' 5  California', ' 2  Illinois', ' 3  Massachusetts', ' 3  Michigan', ' 5  New Jersey', ' 3  New York', ' 2  Texas', ' 2  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
7/7/09,[' 1  New York'],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 1  Massachusetts', ' 3  New York', ' 1  Texas', ' 1  Virginia', ' 1  Washington']",,,,,,,,[' 1  New York'],1,NY,,,,,,,133000000,1
7/10/09,[' '],"[' 1  California', ' 2  Georgia', ' 1  Illinois', ' 1  Maryland', ' 2  Michigan', ' 2  New Jersey', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
7/14/09,[' '],[' 1  Maryland'],,,,,,,,[' '],,,,,,,,,0,0
7/17/09,[' '],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
7/21/09,[' '],"[' 1  California', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/24/09,[' '],"[' 1  Massachusetts', ' 2  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
7/28/09,[' '],"[' 1  California', ' 2  Maryland', ' 1  New Jersey', ' 2  New York', ' 3  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
7/31/09,[' '],"[' 1  Illinois', ' 1  Maryland', ' 2  New York', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
8/4/09,[' '],"[' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/7/09,[' '],"[' 3  California', ' 1  Illinois', ' 1  Michigan', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/11/09,[' '],"[' 4  California', ' 1  Georgia', ' 1  Illinois', ' 2  Michigan', ' 3  New Jersey', ' 2  New York', ' 3  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/14/09,[' '],"[' 3  California', ' 1  Georgia', ' 1  Illinois', ' 1  Michigan', ' 7  New Jersey', ' 5  New York', ' 4  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/18/09,[' '],"[' 3  California', ' 1  Georgia', ' 2  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 2  New Jersey', ' 1  New York', ' 1  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/21/09,[' '],"[' 4  California', ' 3  Georgia', ' 2  Michigan', ' 6  New Jersey', ' 3  New York', ' 2  Ohio', ' 2  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/25/09,[' '],"[' 4  California', ' 2  Georgia', ' 1  Massachusetts', ' 4  Michigan', ' 3  New Jersey', ' 3  New York', ' 2  Ohio', ' 3  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
8/28/09,"[' 1  California', ' 1  New York']","[' 6  California', ' 3  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 2  Michigan', ' 6  New Jersey', ' 7  New York', ' 2  Ohio', ' 4  Texas', ' 1  Washington']",,,,,,,,"[' 1  California', ' 1  New York']",1,CA,1,NY,,,,,336000000,2
9/1/09,[' 1  Georgia'],"[' 2  California', ' 2  Illinois', ' 1  Maryland', ' 2  New York', ' 2  Ohio']",,,,,,,,[' 1  Georgia'],1,GA,,,,,,,12000000,1
9/4/09,[' '],"[' 3  Georgia', ' 3  Illinois', ' 2  Michigan', ' 3  New York', ' 1  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/8/09,[' '],"[' 3  Georgia', ' 1  Maryland', ' 1  Michigan']",,,,,,,,[' '],,,,,,,,,0,0
9/11/09,[' '],"[' 1  California', ' 1  Maryland', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
9/15/09,[' '],[' 1  California'],,,,,,,,[' '],,,,,,,,,0,0
9/18/09,[' '],"[' 2  Georgia', ' 1  Massachusetts', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
9/22/09,[' '],"[' 1  Illinois', ' 1  Maryland', ' 2  Michigan', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/25/09,[' '],"[' 1  Georgia', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/29/09,[' '],"[' 1  California', ' 2  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 1  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/2/09,[' '],"[' 2  Illinois', ' 2  Maryland', ' 1  Michigan', ' 3  New Jersey', ' 3  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
10/6/09,[' '],"[' 1  California', ' 2  Illinois', ' 2  New Jersey', ' 1  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/9/09,[' '],"[' 1  California', ' 1  Georgia', ' 2  Massachusetts', ' 1  New Jersey', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/13/09,[' '],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 2  New Jersey', ' 1  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/16/09,[' 1  Virginia'],"[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 3  Michigan', ' 1  New Jersey', ' 6  New York', ' 2  Ohio', ' 2  Texas']",,,,,,,,[' 1  Virginia'],1,VA,,,,,,,200000000,1
10/20/09,[' '],"[' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
10/23/09,[' '],"[' 2  California', ' 1  Massachusetts']",,,,,,,,[' '],,,,,,,,,0,0
10/27/09,[' '],"[' 1  Georgia', ' 1  Texas', ' 2  Virginia', ' 2  Washington']",,,,,,,,[' '],,,,,,,,,0,0
10/30/09,[' '],"[' 1  Michigan', ' 1  Ohio', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
11/3/09,[' '],"[' 1  Georgia', ' 1  Massachusetts', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/6/09,[' '],"[' 2  Michigan', ' 2  New Jersey', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
11/10/09,"[' 1  California', ' 1  New Jersey']","[' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Massachusetts', ' 2  New Jersey', ' 1  Virginia']",,,,,,,,"[' 1  California', ' 1  New Jersey']",1,CA,1,NJ,,,,,77000000,2
11/13/09,[' '],"[' 1  Georgia', ' 2  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 2  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
11/17/09,[' '],[' '],,,,,,,,[' '],,,,,,,,,0,0
11/20/09,[' '],"[' 1  California', ' 1  Maryland', ' 1  New Jersey', ' 1  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
11/24/09,[' '],"[' 1  California', ' 1  Georgia', ' 2  Illinois', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
11/27/09,[' '],"[' 2  Illinois', ' 1  New Jersey', ' 1  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/1/09,[' '],"[' 2  California', ' 2  New York', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/4/09,[' '],"[' 1  California', ' 1  Massachusetts', ' 1  Michigan', ' 1  New Jersey', ' 3  New York', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/8/09,[' '],"[' 1  California', ' 1  New Jersey', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
12/11/09,[' '],"[' 1  California', ' 1  Maryland', ' 1  Massachusetts', ' 2  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
12/15/09,[' '],"[' 1  California', ' 1  Massachusetts', ' 2  Michigan', ' 1  New Jersey', ' 4  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
12/18/09,[' '],"[' 1  California', ' 1  Georgia', ' 1  Michigan', ' 1  New York', ' 2  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
12/22/09,[' 1  New York'],"[' 1  Georgia', ' 2  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 3  New York', ' 1  Texas']",,,,,,,,[' 1  New York'],1,NY,,,,,,,162000000,1
12/25/09,[' '],"[' 1  California', ' 1  Ohio', ' 2  Virginia', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
12/29/09,[' '],"[' 1  Illinois', ' 1  Maryland', ' 1  New Jersey', ' 2  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/1/10,[' '],"[' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
1/5/10,[' '],"[' 1  Maryland', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/8/10,[' '],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 1  Massachusetts', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
1/12/10,[' '],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Massachusetts', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
1/15/10,[' '],"[' 3  California', ' 1  Georgia', ' 2  Michigan', ' 1  New Jersey', ' 3  New York', ' 2  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
1/19/10,[' '],"[' 1  California', ' 1  New York', ' 1  Ohio', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
1/22/10,[' '],"[' 3  California', ' 1  Georgia', ' 1  Maryland', ' 1  New Jersey', ' 2  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/26/10,[' '],"[' 1  Illinois', ' 2  New York', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
1/29/10,[' 1  Texas'],"[' 2  California', ' 1  Georgia', ' 1  Maryland', ' 2  Massachusetts', ' 2  New Jersey', ' 3  New York', ' 2  Texas', ' 1  Washington']",,,,,,,,[' 1  Texas'],1,TX,,,,,,,144000000,1
2/2/10,[' '],"[' 1  Connecticut', ' 1  New York', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
2/5/10,[' '],"[' 1  California', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/9/10,[' '],"[' 1  New York', ' 1  Oklahoma', ' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/12/10,[' '],"[' 1  Missouri', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/16/10,[' '],"[' 2  California', ' 1  Illinois', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
2/19/10,[' '],"[' 2  California', ' 1  Georgia', ' 1  Kentucky', ' 1  New Jersey']",,,,,,,,[' '],,,,,,,,,0,0
2/23/10,[' '],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 2  Michigan', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 2  Texas', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
2/26/10,[' '],"[' 1  California', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
3/2/10,[' '],"[' 2  California', ' 1  Illinois', ' 1  Missouri', ' 2  New Jersey', ' 1  New York', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/5/10,[' 1  California'],"[' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  Minnesota', ' 2  New Jersey', ' 1  New York']",,,,,,,,[' 1  California'],1,CA,,,,,,,133000000,1
3/9/10,[' '],"[' 1  California', ' 1  Georgia', ' 2  Maryland', ' 1  North Carolina', ' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/12/10,[' 1  Illinois'],"[' 1  California', ' 2  Washington']",,,,,,,,[' 1  Illinois'],1,IL,,,,,,,20000000,1
3/16/10,[' '],"[' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Tennessee', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
3/19/10,[' '],"[' 2  California', ' 2  Illinois', ' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
3/23/10,[' '],"[' 3  Georgia', ' 1  Illinois', ' 1  Indiana', ' 1  Iowa', ' 1  Tennessee', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
3/26/10,[' '],"[' 1  North Carolina', ' 1  Ohio', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
3/30/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  Michigan', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
4/2/10,[' '],"[' 1  Michigan', ' 1  Missouri', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
4/6/10,[' '],"[' 1  Arkansas', ' 1  California', ' 1  Georgia', ' 1  Michigan', ' 2  Pennsylvania', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/9/10,[' '],"[' 2  Georgia', ' 1  Illinois', ' 1  Iowa', ' 1  Michigan', ' 1  New York', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
4/13/10,[' '],"[' 1  California', ' 1  Michigan', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Pennsylvania', ' 1  South Carolina']",,,,,,,,[' '],,,,,,,,,0,0
4/16/10,[' '],"[' 2  California', ' 1  Georgia', ' 1  Idaho', ' 1  Illinois', ' 1  Kentucky', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
4/20/10,[' '],"[' 5  California', ' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  Minnesota', ' 2  New Jersey', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
4/23/10,[' '],"[' 1  California', ' 1  Georgia', ' 1  Maryland', ' 1  Massachusetts', ' 1  Michigan', ' 1  Minnesota', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
4/27/10,[' '],"[' 1  Arizona', ' 4  California', ' 1  Georgia', ' 2  Illinois', ' 1  Massachusetts', ' 1  New York', ' 1  North Carolina', ' 1  Oklahoma', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
4/30/10,[' '],"[' 5  California', ' 1  Georgia', ' 1  Illinois', ' 1  New York', ' 1  Ohio', ' 1  Tennessee', ' 1  Texas', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/4/10,[' 1  California'],"[' 1  Arizona', ' 7  California', ' 1  Georgia', ' 1  Illinois', ' 1  Iowa', ' 2  Michigan', ' 1  Minnesota', ' 2  Missouri', ' 3  New Jersey', ' 2  New York', ' 2  Ohio', ' 1  Pennsylvania', ' 1  Texas', ' 3  Virginia']",,,,,,,,[' 1  California'],1,CA,,,,,,,266000000,1
5/7/10,[' '],"[' 3  California', ' 1  Massachusetts', ' 1  Michigan', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
5/11/10,[' '],"[' 1  Illinois', ' 2  Michigan', ' 1  Oklahoma']",,,,,,,,[' '],,,,,,,,,0,0
5/14/10,[' '],"[' 4  New Jersey', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
5/18/10,[' '],"[' 2  Georgia', ' 1  Illinois', ' 1  Missouri', ' 1  New Jersey', ' 1  North Dakota', ' 2  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
5/21/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  Ohio', ' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
5/25/10,[' 1  New York'],"[' 1  Arkansas', ' 4  California', ' 1  Connecticut', ' 1  Kansas', ' 1  New Jersey', ' 3  New York', ' 2  North Carolina', ' 2  Ohio', ' 1  Texas']",,,,,,,,[' 1  New York'],1,NY,,,,,,,64000000,1
5/28/10,[' 1  North Carolina'],"[' 3  California', ' 1  Georgia', ' 2  Michigan', ' 2  Pennsylvania']",,,,,,,,[' 1  North Carolina'],1,NC,,,,,,,12000000,1
6/1/10,[' '],"[' 1  Arkansas', ' 2  California', ' 1  Maryland', ' 1  New Jersey', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
6/4/10,[' '],"[' 1  Illinois', ' 2  New York']",,,,,,,,[' '],,,,,,,,,0,0
6/8/10,[' '],[' 1  Texas'],,,,,,,,[' '],,,,,,,,,0,0
6/11/10,[' 1  Michigan'],"[' 1  Arizona', ' 1  California', ' 1  Georgia', ' 1  Illinois', ' 1  Michigan']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,36000000,1
6/15/10,[' '],"[' 3  California', ' 1  Delaware', ' 1  Michigan', ' 1  North Carolina', ' 1  Pennsylvania', ' 1  Tennessee', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
6/18/10,[' '],"[' 1  Georgia', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
6/22/10,[' 1  New York'],"[' 1  California', ' 1  Massachusetts', ' 1  Minnesota', ' 2  New Jersey', ' 3  Ohio', ' 1  Pennsylvania', ' 1  Texas', ' 1  Wisconsin']",,,,,,,,[' 1  New York'],1,NY,,,,,,,26000000,1
6/25/10,[' '],"[' 1  Massachusetts', ' 1  Michigan', ' 1  Missouri', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
6/29/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  Kentucky', ' 1  New York', ' 1  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
7/2/10,[' '],"[' 1  North Carolina', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/6/10,[' '],"[' 1  New Jersey', ' 2  New York', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
7/9/10,[' '],"[' 3  California', ' 1  Georgia', ' 1  North Carolina', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
7/13/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/16/10,[' 1  California'],"[' 2  California', ' 1  Illinois', ' 1  Maryland', ' 1  New York', ' 1  South Carolina', ' 1  Virginia']",,,,,,,,[' 1  California'],1,CA,,,,,,,64000000,1
7/20/10,[' '],"[' 1  Illinois', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/23/10,[' '],"[' 1  California', ' 1  Massachusetts', ' 1  New York', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
7/27/10,[' '],"[' 1  California', ' 2  Georgia', ' 2  Maryland', ' 2  Massachusetts', ' 3  New Jersey', ' 3  Ohio', ' 2  Texas']",,,,,,,,[' '],,,,,,,,,0,0
7/30/10,[' '],"[' 1  California', ' 2  Illinois', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
8/3/10,[' '],"[' 1  California', ' 1  Georgia']",,,,,,,,[' '],,,,,,,,,0,0
8/6/10,[' '],"[' 1  Illinois', ' 1  Iowa', ' 2  Maryland', ' 2  New Jersey', ' 2  New York', ' 1  North Dakota', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
8/10/10,[' '],"[' 1  Illinois', ' 1  Michigan', ' 1  New York', ' 1  Ohio', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
8/13/10,[' '],"[' 1  New York', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
8/17/10,[' '],"[' 1  Colorado', ' 1  Connecticut', ' 1  Georgia', ' 1  Indiana', ' 2  New Jersey', ' 2  New York', ' 1  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
8/20/10,[' '],"[' 2  California', ' 1  Massachusetts', ' 1  New York', ' 1  North Carolina', ' 2  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
8/24/10,[' '],"[' 3  California', ' 3  New York', ' 1  Tennessee']",,,,,,,,[' '],,,,,,,,,0,0
8/27/10,[' 1  California'],"[' 1  Arizona', ' 1  California', ' 1  Maryland', ' 1  New Hampshire', ' 1  Ohio', ' 1  Washington']",,,,,,,,[' 1  California'],1,CA,,,,,,,133000000,1
8/31/10,[' '],"[' 1  Michigan', ' 1  Minnesota', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/3/10,[' '],"[' 1  Georgia', ' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
9/7/10,[' '],"[' 2  New York', ' 1  Ohio', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/10/10,[' '],"[' 1  Connecticut', ' 2  Georgia', ' 1  Maryland', ' 1  Michigan', ' 2  New York', ' 1  Ohio', ' 6  Tennessee', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/14/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  New York', ' 2  Virginia']",,,,,,,,[' '],,,,,,,,,0,0
9/17/10,[' 1  New York'],"[' 2  California', ' 1  Georgia', ' 1  Illinois', ' 1  Maryland', ' 1  Michigan', ' 1  New Jersey', ' 8  New York', ' 1  Pennsylvania', ' 1  Virginia']",,,,,,,,[' 1  New York'],1,NY,,,,,,,54000000,1
9/21/10,[' '],"[' 1  California', ' 1  Michigan', ' 1  North Carolina', ' 1  Oklahoma', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
9/24/10,[' '],"[' 1  California', ' 1  Maryland', ' 1  Pennsylvania']",,,,,,,,[' '],,,,,,,,,0,0
9/28/10,[' '],"[' 2  Iowa', ' 1  New York', ' 2  North Carolina']",,,,,,,,[' '],,,,,,,,,0,0
10/1/10,[' '],"[' 1  California', ' 1  Illinois', ' 1  Michigan', ' 1  Missouri', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/5/10,[' '],[' 2  New York'],,,,,,,,[' '],,,,,,,,,0,0
10/8/10,[' '],"[' 1  Arkansas', ' 1  Colorado', ' 1  Michigan', ' 1  Ohio']",,,,,,,,[' '],,,,,,,,,0,0
10/12/10,[' '],"[' 1  Arizona', ' 1  California', ' 1  New Jersey', ' 1  New York']",,,,,,,,[' '],,,,,,,,,0,0
10/15/10,[' '],"[' 1  Kentucky', ' 1  New York', ' 1  North Carolina', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
10/19/10,[' '],"[' 2  California', ' 1  Georgia', ' 1  Idaho', ' 1  Kansas', ' 1  New Jersey', ' 2  New York', ' 1  Ohio', ' 1  Pennsylvania', ' 1  Wisconsin']",,,,,,,,[' '],,,,,,,,,0,0
10/22/10,[' '],"[' 1  California', ' 1  New Jersey', ' 1  New York', ' 1  Ohio', ' 1  Pennsylvania', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
10/26/10,[' '],"[' 3  California', ' 1  Georgia', ' 1  New Jersey', ' 1  Texas', ' 1  Washington']",,,,,,,,[' '],,,,,,,,,0,0
10/29/10,[' 1  Michigan'],"[' 1  California', ' 1  New Jersey', ' 3  New York', ' 1  Ohio']",,,,,,,,[' 1  Michigan'],1,MI,,,,,,,140000000,1
11/2/10,[' '],"[' 2  California', ' 2  New Jersey', ' 1  New York', ' 1  Texas']",,,,,,,,[' '],,,,,,,,,0,0
